Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"P
PurelyB",Seed VC,$0.50M,12/21/2015,N/A,"Pegaga by PurelyB is a healing adaptogenic herbal 'Superfood' blend composed of herbs – Pegaga (Gotu Kola), Turmeric & Papaya Leaf . The combination of these Traditional Asian herbs in this extraordinary blend have strong anti-aging, immune strengthening, energy lifting, mind strengthening and improved digestive system qualities.",Internet Software & Services,Malaysia,$0.80M,N/A
Restaumatic,Seed VC,$0.50M,12/21/2015,N/A,"Restaumatic offers an online system for food ordering directly from restaurants for home-delivery and simultaneously a marketing tool for restaurateurs. The tool enables the restaurants to handle online orders directly, without having to use brokerage platforms.",eCommerce,Poland,$1.29M,N/A
Doctor Insta,Seed VC,$0.50M,12/22/2015,N/A,"Doctor Insta provides healthcare consultation through video conferencing. Through the audio-visual platform, Doctors on Doctor Insta can look, listen and engage with the patients to diagnose and to offer treatment in 15-30 minutes, thus saving time.",Internet Software & Services,India,$3.00M,N/A
"F
Flex Class",Seed,$0.50M,08/01/2015,N/A,"Flex Class, founded in 2015, offers online training classes that builds English language abilities.",Internet Software & Services,India,$8.68M,N/A
"J
JungleJobs",Series A,$0.50M,08/25/2015,N/A,JungleJobs is an online job search portal that connects users with professional recruiters.,Internet Software & Services,Russian Federation,$0.50M,N/A
"P
Prodai.r",Angel,$0.50M,09/23/2015,N/A,"Prodai.ru is an online classifieds platform that offers deals on cars, apartments and pets.",eCommerce,Russian Federation,$0.50M,N/A
"A
Aerial",Seed,$0.50M,10/31/2015,N/A,"Aerial provides wireless motion analytics software platforms. The company offers technology leverages the wireless infrastructure and machine learning software to detect presence and motion in the home and other venues. It is based in Montreal, Quebec.",Internet Software & Services,Canada,$7.93M,N/A
Sportlogiq,Seed,$0.50M,07/15/2015,N/A,"Sportlogiq is Sport's Sharpest Edge. We use cutting-edge AI technology to produce sports data and performance insights. These insights provide an edge to teams, leagues, media organizations, betting operators, and rights holders of all sizes. Sportlogiq partners with professional sports teams from around the world, including NHL, NFL and MLS teams, and broadcast networks. We are the Official Data Partner of the Swedish Hockey League, the Official Insights Partner of the Canadian Premier League, and the Official Statistics Partner of the National Lacrosse League.",Internet Software & Services,Canada,$7.20M,N/A
MIFCOR,Seed VC,$0.50M,12/02/2015,N/A,"MIFCOR is a platform company that builds on a body's defense mechanisms to develop therapies that reduce tissue damage associated with heart attacks, acute kidney injury, and other indications.",Internet Software & Services,United States,$0.50M,N/A
"M
My Gene Counsel",Seed VC,$0.50M,11/17/2015,N/A,My Gene Counsel is developing the My Gene Counsel (mGC) Precision Medicine Portal that shares genetic test result data paired with real-time relevant information aimed to improve patient health and outcomes.,Internet Software & Services,United States,$1.38M,N/A
"S
ScreenSHU",Seed VC,$0.50M,12/17/2015,N/A,"ScreenShu is a software tool that simplifies taking screenshots and automatically uploading them online. This software allows for taking a screenshot and saving it on a cloud, complete with an instant unique URL for sharing the picture with others in a very short time. The screenshots can be freely edited in real time. Furthermore, they can be set to 'limited access' and you can analyze basic statistics on the URL views. This software is mainly aimed toward gamers, as it facilitates communication between the players.",Internet Software & Services,Poland,$0.50M,N/A
Kit,Seed VC,$0.50M,09/01/2015,N/A,"Kit is a platform for product recommendations that lets users choose and review products they have used and owned to build 'kits'. These kits normally focus on a certain theme or category. Kit lets users make money off of Kit using their own Amazon Affiliate ID for each product in their Kit. On September 12, 2019, Kit was acquired by GeniusLink. The terms of the transaction were not disclosed.",Internet Software & Services,United States,$3.00M,N/A
MURAL,Seed VC - II,$0.50M,10/15/2015,N/A,"MURAL is a digital workspace for visual collaboration that helps teams understand and solve problems and build consensus using visual methods. MURAL provides a platform for everything, from product strategy and planning to immersive workshops, using agile and design thinking methodologies.",Internet Software & Services,United States,$192.27M,N/A
"T
Tapu",Seed VC,$0.50M,03/03/2015,N/A,"Tapu is an online real estate auction platform for the Turkish market, bringing many sellers like financial institutions, companies and individuals together with qualified buyers. Tapu.com has launched an easy-to-use platform that leverages the competitive bidding process on verified properties with a mission to make transactions easier and more transparent.",Internet Software & Services,Turkey,$2.90M,N/A
"H
HugCome",Seed VC,$0.50M,10/29/2015,N/A,"HugCome is the operator of GLOBAL CROWN, an online service for learning English.",Internet Software & Services,Japan,$0.50M,N/A
"D
Deriva",Seed VC,$0.50M,06/26/2015,N/A,"Deriva is an analytics platform that integrates data sources including Wi-Fi, surveillance video, beacons and other internal and external sensors to transform retail customer usage data into insight.",Internet Software & Services,Turkey,$0.50M,N/A
NFWare,Seed VC,$0.50M,10/15/2015,N/A,"NFWare is the developer of a virtualized IP routing software for carriers' networks, data centers and corporations. The company's technology allows the processing of hundreds of gigabits of traffic at the speed of hardware, but runs on standard x86 servers in NFV and Cloud environments. NFWare helps companies build networks with the flexibility and scalability that they need to be ready for 5G, the IoT and the future of the digital world.",Internet Software & Services,United States,$3.90M,N/A
CercaOfficina.it,Angel,$0.50M,07/01/2015,N/A,"Cercaofficina.it is an online portal that helps Car Owners find trustworthy mechanics/workshops and ask for quotes. Drivers can compare ratings, distance and value. Workshops & Mechanics get more visibility and through certified ratings increase consumer trust and increase remuneration for good work done.",eCommerce,Italy,$1.60M,N/A
Fabogo,Angel,$0.50M,05/01/2015,N/A,Fabogo allows users to discover beauty services at salons and spas in their locality.,Internet Software & Services,United Arab Emirates,$3.75M,N/A
Conexbird,Seed VC,$0.50M,09/02/2015,N/A,"Conexbird works in the maritime industry as service provider with patented technology, offering services for all parties in the industry including cargo owners, insurance companies, harbors, container depots and more. The company aims to make container logistics faster, more cost efficient and lower the industry's emissions. Conexbird provides the patented technology in simple devices, which gathers the data, analyzes and refines it inside the cloud, and finally provides it to anyone who needs it through an easy user interface.",Internet Software & Services,Finland,,N/A
TINO IQ,Seed VC,$0.50M,06/07/2015,N/A,"Tino IQ analyzes the patterns of big players, individual traders, and machine generated trades and find the probability of the stocks being artificially manipulated. The company converts this analysis into trading opportunities for clients.",Internet Software & Services,United States,,N/A
"L
LendingStandard",Seed - III,$0.50M,06/03/2015,N/A,"Lending Standard is an online origination and underwriting system for commercial financing. Its secure online environment reduces the cost of closing commercial and niche transactions by providing a faster, more efficient way to gather and manage the information, documents, and participants involved in the process.",Internet Software & Services,United States,$4.48M,N/A
