Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
KooBits,Series A,,11/01/2018,N/A,"KooBits develops digital tools and platforms to help children learn better. The company engages children with beautifully designed software and learning content. KooBits software tools are intuitive, interactive, media-rich and highly motivating. Co-developed with top educators in child development, KooBits learning contents are age-appropriate, relevant and aligned to the latest education curriculum and syllabus.",Internet Software & Services,Singapore,,N/A
SayurBox,Seed VC - II,,08/01/2018,N/A,SayurBox is an online platform for users to order vegetables straight from the producer.,eCommerce,Indonesia,$5.05M,N/A
"F
Festground",Seed VC,,08/01/2018,N/A,"FestGround lets users discover exclusive music festival connections, unite with fans through music, and elevate festival experiences to the next level.",eCommerce,Singapore,,N/A
RevDebug,Seed VC,,01/01/2018,N/A,"RevDebug disrupts the process of debugging, i.e. diagnosing and fixing software defects by enabling developers to step back in time in terms of application monitoring and see what was the cause of software failure.",Internet Software & Services,Poland,$0.52M,N/A
ZUU,IPO,,06/21/2018,N/A,"ZUU (TYO: 4387) is a financial media platform, offering a wide variety of news and columns covering banking, securities, equity, real estate, insurance, and taxes. Unlike many media sites which curate a large amount of content, ZUU is focused on providing entirely original content, written by their large network of finance industry professionals. In addition to their media platform, ZUU offers a matchmaking service for financial planners and an online portfolio monitoring platform through ZUUAdvisors and ZUUSignals, respectively.",Internet Software & Services,Japan,$4.75M,N/A
Knowde,Seed VC,,02/15/2018,N/A,Knowde enables chemical producers to market their products to buyers. Knowde connects producers and their customers.,eCommerce,United States,$86.00M,N/A
"D
DobryMechanik.pl",Seed VC,,11/01/2018,N/A,DobryMechanik.pl is a platform to find local auto mechanics.,eCommerce,Poland,,N/A
"S
Sentient.io",Seed VC,,09/06/2018,N/A,Sentient.io helps software developers discover and embed AI algorithms in their applications.,Internet Software & Services,Singapore,,N/A
"S
Star Trip",Series A,,02/13/2018,N/A,Star Trip provides mind training and consulting services.,Internet Software & Services,China,,N/A
Mason Finance,Seed VC,,07/17/2018,N/A,"Mason Finance provides senior citizens with the option to quickly and easily sell their life insurance policy. It offers life settlements and viatical settlements. To best serve its customers, it also shares proprietary policy flow in select states with industry partners.",Internet Software & Services,United States,$0.25M,N/A
"U
Ulysses",Seed VC - II,,11/14/2018,N/A,"Ulysses (ユリシーズ) is the operator of KAMINASHI (カミナシ), a SaaS platform that digitizes handwritten records, focusing on food factories.",Internet Software & Services,Japan,$0.45M,N/A
"I
Inner Resource",Seed VC,,01/01/2018,N/A,"Inner Resource is the developer of reprua, a research industry-specific cloud purchasing management system, covering everything from estimates, order placement, purchasing, budget management, billing, and more. The company also provides SmaLab, a laboratory sharing platform.",Internet Software & Services,Japan,$0.72M,N/A
smallcase,Seed VC - II,,08/16/2018,N/A,"smallcase is a portfolio investing platform for the Indian stock markets. It offers an easy way to invest in portfolios related to trending market themes (growing middle class, increasing internet penetration), strategies (growth, value, dividend), sectoral exposures, and more.",Internet Software & Services,India,$69.43M,N/A
smallcase,Seed VC,,01/17/2018,N/A,"smallcase is a portfolio investing platform for the Indian stock markets. It offers an easy way to invest in portfolios related to trending market themes (growing middle class, increasing internet penetration), strategies (growth, value, dividend), sectoral exposures, and more.",Internet Software & Services,India,$69.43M,N/A
sleekr,Seed VC - II,,11/09/2018,N/A,"sleekr is an HR and accounting platform that offers services including leave management, contract management, invoice management, inventory, and business dashboards.",Internet Software & Services,Indonesia,,N/A
"C
Clockwork Recruiting",Series A,,01/02/2018,N/A,Clockwork Recruiting is a software-as-a-service solution tailored for the executive search market and internal recruiting market.,Internet Software & Services,United States,,N/A
Shinesty,Series A - II,,07/19/2018,N/A,"Shinesty sells clothing for theme parties, costume parties, and general ridiculousness.",eCommerce,United States,$10.63M,N/A
"D
Drosophila",Series A,,01/05/2018,N/A,"Drosophila is a STEAM education provider for children.On May 11th, 2021, Drosophila was acquired by Youdao. The terms of the transaction were not disclosed.",Internet Software & Services,China,,N/A
"H
Huihuabao",Seed,,01/31/2018,N/A,Huihuabao is an English learning platform for children in China.,Internet Software & Services,China,,N/A
"V
Vethem",Seed,,06/01/2018,N/A,"Vethem offers online veterinary services.On September 3rd, 2020, Vethem was acquired by Agria. The terms of the transaction were not disclosed.",Internet Software & Services,Sweden,,N/A
Livsty,Seed VC,,02/02/2018,N/A,"Livsty is a simple platform allowing everyone to invest in equity release, bringing an appropriate financing solution to senior citizens and creating a strong social and solidarity investment offer. Livsty is transforming equity release into a future asset strategy and is solving the financing problem of seniors by developing a standard property-linked investment product with a controlled risk for private investors.",eCommerce,France,,N/A
"S
StartUpCare",Seed VC,,12/10/2018,N/A,"StartUpCare is a provider of insurance products tailored to start up and high growth company entrepreneurs & employees. StartUpCare is a spin off from TheCareVoice, an enterprise employee insurance SaaS platform in China in partnership with Ping An Insurance.",Internet Software & Services,China,,N/A
Pitchly,Angel,,12/18/2018,N/A,"Pitchly is a web-based content service platform for M&A professionals to organize and activate their client experience. Customers can create and manage a custom experience database to record experience data points and documents. Data can be activated by connecting applications from its library to automatically create business development experience credential content for proposals, websites, and RFPs.",Internet Software & Services,United States,$2.58M,N/A
"C
Chengdu Data",IPO,,12/19/2018,N/A,"Chengdu Data (NEEQ: 873127) provides big data asset operation services for government, engages in big data industry services business and provides smart city public infrastructure services.",Internet Software & Services,China,,N/A
"M
MoonVision",Angel,,01/01/2018,N/A,MoonVision specializes in AI automation for visual inspection tasks.,Internet Software & Services,Austria,$1.14M,N/A
Encounter AI,Seed VC,,11/28/2018,N/A,"Encounter AI develops Mai, an artificially intelligent assistant that can collect and process orders made at the drive-thru, freeing up fast food employees to work on more ""high value"" tasks.",Internet Software & Services,United States,$0.15M,N/A
Pickr,Angel,,01/01/2018,N/A,Pickr is a digital staffing solution for industrial businesses and workers.,Internet Software & Services,United Kingdom,$1.32M,N/A
"D
Dingdangpei",Seed VC,,01/20/2018,N/A,Dingdangpei is an online dubbing service provider.,Internet Software & Services,China,$0.74M,N/A
"N
Neural Pocket",Seed,,03/01/2018,N/A,"Neural Pocket (TYO: 4056) provides various AI analysis tools to clients in the apparel industry, with solutions including image analysis, fashion trend prediction, merchandising optimization, and In-store efficiency improvement. The company's products help clients to improve shopper experience, increase revenue, and eliminate unnecessary costs.",Internet Software & Services,Japan,$7.72M,N/A
"A
Ailaike",Seed,,01/26/2018,N/A,Ailaike is an art education SaaS service platform.,Internet Software & Services,China,,N/A
"S
Streeter",Seed VC,,02/01/2018,N/A,Streeter is a street dance video magazine developer.,Internet Software & Services,China,,N/A
"S
SPACEWALK",Seed,,11/01/2018,N/A,"SPACEWALK is a PropTech company developing A.I. realty solutions for the real estate development market. The company uses big data and artificial intelligence architectural design technologies to make efficient use of land. SPACEWALK's solutions include LANDBOOK, which collects and analyzes big data needed for investment decisions to solve the asymmetric problem of real estate information. LANDBOOK forecasts the value of real estate after development and presents optimal profit scenarios by utilizing artificial intelligent architectural design technology.",Internet Software & Services,South Korea,$9.69M,N/A
Kiavi,Series D,,03/31/2018,N/A,"Kiavi combines technology, consumer experience, data analysis, and a private investment platform to provide real estate loans that are fast, flexible, and competitively priced. The company makes it possible for everyone from the small common investor up to the large institutional fund to invest in real estate securities that have attractive yields and are easy to understand.",Internet Software & Services,United States,$241.30M,N/A
