Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
ConvertFlow,Seed,$0.12M,06/28/2016,N/A,"ConvertFlow is an onsite marketing automation platform that turns websites into an automated marketing channel by showing targeted calls-to-action to the right people, at the right time. ConvertFlow is a suite of tools, easy for marketers to implement, that helps growing companies convert more website visitors through personalized calls-to- action, retargeting ads and triggered emails from third-party apps.",Internet Software & Services,United States,$0.12M,N/A
TrueCoach,Seed,$0.12M,06/28/2016,N/A,"TrueCoach allows trainers and strength coaches to save time and resource by sending workout plans to clients' smartphones. Trainers also have the ability to track client performance through the app.On April 27th, 2020, TrueCoach was acquired by Transaction Service Group. Terms of the transaction were not disclosed.",Internet Software & Services,United States,$4.48M,N/A
LogicGate,Seed,$0.12M,06/28/2016,N/A,"LogicGate is a process automation platform that enables organizations to transform mission-critical risk and compliance activities by enhancing controls, increasing flexibility, and reducing risk. LogicGate's visual rules and workflow engine can be configured to solve virtually any risk and compliance challenge that connects many people, complex process, and disparate data.",Internet Software & Services,United States,$157.53M,N/A
Wise Apple,Seed,$0.12M,06/28/2016,N/A,"Pak'd is the creator of Wise Apple, a meal delivery service that offers fresh, custom lunches for kids and adults that are delivered to users' doors.",eCommerce,United States,$5.68M,N/A
PartySlate,Seed,$0.12M,06/28/2016,N/A,"PartySlate is a digital platform designed for party hosts and event professionals, and allows people to browse and save event ideas, find beautiful spaces and connect with local professionals for their next event.",eCommerce,United States,$12.80M,N/A
Stationfy,Seed,$0.12M,06/28/2016,N/A,"Stationfy is the easiest way for fans to find and watch the great sports moments they most care about and follow favorite events, teams and athletes.",Internet Software & Services,United States,$0.12M,N/A
"D
Donut Media",Angel,$0.12M,07/01/2016,N/A,"Get Kids Cooking is a service that looks to provide hands-on cooking classes for primary school children around Australia. The service offers two different options for both schools and parents. The first is the 'Cook in a Box', which provides ingredients and instructions for recipes to be made in schools.",eCommerce,Australia,$0.12M,N/A
Painless1099,Seed,$0.12M,06/20/2016,N/A,Painless1099 offers an online platform that helps freelancers set aside the right amount of their income for taxes.,Internet Software & Services,United States,$0.72M,N/A
Drivezy,Seed - III,$0.12M,07/10/2016,N/A,Drivezy is a one stop shop for rent-a-car & rent-a-bike services. The company connects existing vendors in the car rental industry to the end user through a hyperlocal service network where customers can reserve their vehicles through the company's website or on their smartphones and order their vehicles to be delivered right at their doorstep.,eCommerce,India,$47.54M,N/A
Ader,Seed - II,$0.12M,07/11/2016,N/A,Ader helps Twitch streamers grow their audience by connecting them with sponsors and finding collaborations.,Internet Software & Services,United States,$0.25M,N/A
OTOY,Seed,$0.12M,07/11/2016,N/A,"OTOY is a cloud graphics company, pioneering technology that is redefining content creation and delivery for media and entertainment organizations around the world. OTOY's technology is used by visual effects studios, artists, animators, designers, architects, and engineers, providing creative freedom, new levels of realism, and new economics in content creation and distribution powered by the cloud.",Internet Software & Services,United States,$37.80M,N/A
PlayBuzz,Seed,$0.12M,07/11/2016,N/A,"PlayBuzz is a free content platform that enables publishers, bloggers and brands to create, distribute and embed quizzes, polls, lists and other formats of content on any website or mobile app.",Internet Software & Services,United States,$69.92M,N/A
SwiftComply,Seed,$0.12M,07/11/2016,N/A,"SwiftComply is an integrated platform – connecting cities & food businesses – that enables the management, communication, and verification of fat, oil, & grease (FOG) compliance.",Internet Software & Services,Ireland,$1.02M,N/A
drfocused,Seed,$0.12M,07/11/2016,N/A,"drfocused, fka AppraiseMe, is an online appraisal platform where healthcare professionals can easily complete their appraisals and revalidation. Its cloud-based HR SaaS for medical admin/rostering allows doctors and hospitals to complete admin paperwork, communicate securely, and organize clinical work from a phone/tablet. drfocused provides insights to clinical managers using predictive data analytics to improve patient safety and clinical efficiency.",Internet Software & Services,United Kingdom,$0.52M,N/A
Avalon AI,Seed - II,$0.12M,07/11/2016,N/A,"Avalon AI uses Machine Learning to build tools for neuroradiologists that automatically measure and help visualize key brain features, enabling more accurate and faster diagnoses of brain diseases. They use the brain scans they collect to facilitate the recruitment of clinical trial patients and accelerate the development of a cure for neurodegenerative diseases like Alzheimer's.",Internet Software & Services,United Kingdom,$0.14M,N/A
DataSine,Seed,$0.12M,07/11/2016,N/A,"DataSine is developing a client segmentation tool combining data and psychometrics to help financial institutions better understand their clients. The company seeks to improve the way financial institutions evaluate clients, build portfolios, and measure risk.On July 27, 2021, DataSine was acquired by Shutterstock.AI. The terms of the transaction were not disclosed.",Internet Software & Services,United Kingdom,$6.50M,N/A
Memgraph,Seed,$0.12M,07/11/2016,N/A,"Memgraph is a scalable and enterprise-ready graph database. The memory optimized storage engine provides lock-free data structure and native query compiling. Bundled with import, data processing and visualization tools, it provides a complete ecosystem to tackle the future challenges of big data.",Internet Software & Services,United Kingdom,$16.16M,N/A
Mindi,Seed,$0.12M,07/11/2016,N/A,"Mindi is a platform which uses collective intelligence to help enterprises make better decisions, improve operations and reduce costs. The Company achieves this by fostering competition between the worlds brightest minds to build specialized, high-performance algorithms.",Internet Software & Services,United Kingdom,$0.12M,N/A
Tenzo,Seed,$0.12M,07/11/2016,N/A,"Tenzo is the smart digital assistant for quick service restaurants. The company aggregates all internal and external sources of data in the retail environment and delivers insights to the right person, at the right time and in the right format.",Internet Software & Services,United Kingdom,$2.67M,N/A
AID:Tech,Seed,$0.12M,07/11/2016,N/A,"AID:Tech offers transparent and traceable delivery of aid, social welfare, and money across international borders through digitizing goods and services as blockchain assets.",Internet Software & Services,United Kingdom,$4.90M,N/A
Citruslabs,Seed,$0.12M,07/14/2016,N/A,Citruslabs is an end-to-end solution for clinical trial patient recruitment and retention.,Internet Software & Services,United Kingdom,$4.69M,N/A
The Athletic,Seed,$0.12M,07/14/2016,N/A,"The Athletic is a subscription sports media company focused on providing sports fans with editorial coverage on in-depth analysis, original reporting, and storytelling.",Internet Software & Services,United States,$168.22M,N/A
