Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Racoon.Recovery,Seed - III,$0.74M,09/16/2020,N/A,"Raccoon.Recovery is a goal-oriented physical rehab tool based on Big data, ML, and video gaming to treat patients after accidents and neurological diseases. The company uses: gaming to motivate and increase the number of repetitive movements; Machine Learning algorithms to form precise courses without human mistakes and forecast treatment; Collects big rehab data and create digital Esperanto in physiotherapy; tracks psycho-emotional condition and analyze its influence on the effectiveness of rehabilitation.",Internet Software & Services,Germany,$2.26M,N/A
"D
Doorvest",Seed VC,$0.74M,09/25/2020,N/A,Doorvest is a full-service real estate investing platform that enables busy working professionals to invest in cash flowing rental homes.,Internet Software & Services,United States,$42.51M,N/A
"U
U-Farmer",Seed,$0.74M,10/11/2020,N/A,"U-Farmer is a company that provides an independently developed cash register system for community supermarkets for free, linking consumers with retailers and suppliers.",Internet Software & Services,China,$0.74M,N/A
"C
Cambojob",Angel,$0.74M,10/26/2020,N/A,Cambojob is an online recruitment platform for Chinese in Cambodia.,Internet Software & Services,Cambodia,$0.74M,N/A
"5
58cam.com",Angel,$0.74M,10/26/2020,N/A,58cam.com is an information and life service Internet platform for Chinese in Cambodia.,Internet Software & Services,Cambodia,$0.74M,N/A
"I
Ilona Works",Seed VC,$0.74M,12/17/2020,N/A,ilona.works is a b2b online marketplace for entrepreneurs and small businesses that allows them to compare and buy business support services.,eCommerce,Finland,$0.74M,N/A
"S
Susten Capital Management",Seed,$0.73M,01/08/2020,N/A,Susten Capital Management develops Internet asset management services.,Internet Software & Services,Japan,$8.90M,N/A
MandiExpress,Seed VC,$0.73M,02/21/2020,N/A,MandiExpress is an online marketplace that offers fresh organic produce provided straight from the farm.,eCommerce,Pakistan,$0.73M,N/A
"W
Wygers",Crowdfunding,$0.73M,08/27/2020,N/A,"Wygers is an eSports club in Spain dedicated to the creation, development, management, and exploitation of teams and activities related to esports and gaming.",Internet Software & Services,Spain,$0.73M,N/A
EduGorilla,Seed,$0.73M,09/25/2020,N/A,"EduGorilla is a one stop Education Community for all career needs. It's a collaborative platform of students, faculty, Institutions and Industry experts to take users through their higher education.",Internet Software & Services,India,$0.73M,N/A
"B
Briqpay",Seed,$0.73M,11/18/2020,N/A,"Briqpay is a B2B payment platform that delivers great user experiences for business-to-business online sales. With instant credit lookups and credit rules, users can be in full control of their complete online credit exposure, fully digitalized.",Internet Software & Services,Sweden,$3.03M,N/A
"L
Luxor Technologies",Seed,$0.73M,12/30/2020,N/A,Luxor Technologies is a hashrate management platform that offers a wide range of hashrate based instruments such as mining pools and profit switching algorithms.,Internet Software & Services,United States,$5.73M,N/A
Nurturey,Seed,$0.72M,01/16/2020,N/A,"Nurturey is a digital assistant for parents to manage their children’s health and development from pregnancy to childhood. Firstly, it digitally tracks a set of development indicators; secondly, it builds insights and helps identify emerging needs; thirdly, it guides parents with algorithmically targeted information and resources.",Internet Software & Services,United Kingdom,$1.49M,N/A
"D
DillySocks",Seed VC,$0.72M,02/06/2020,N/A,DillySocks produces a Swiss sock label that uses European cotton and are produced in Portugal.,eCommerce,Switzerland,$0.72M,N/A
"S
Screenfluence",Angel,$0.72M,02/07/2020,N/A,Screenfluence is a cloud-based digital signage content management solution that allows users to remotely manage digital content on multiple devices.,Internet Software & Services,Canada,$0.72M,N/A
"F
Forecastr",Seed VC,$0.72M,01/28/2020,N/A,"Forecastr is online platform that helps founders forecast revenue, predict runway, and understand their numbers.",Internet Software & Services,United States,$3.22M,N/A
"C
CloudCart",Seed VC,$0.72M,06/03/2020,N/A,CloudCart provides comprehensive eCommerce software to assist businesses in conversion to eCommerce.,eCommerce,Bulgaria,$0.72M,N/A
"S
Steppi",Seed,$0.72M,06/25/2020,N/A,Steppi offers corporate health and community engagement platform that encourages users to be more active by allowing them to exchange daily steps for discounts.,eCommerce,United Arab Emirates,$2.52M,N/A
"K
KUYU",Seed,$0.72M,08/19/2020,N/A,KUYU is a China-based company that develops a SaaS management system and smart hardware for Yoga studios.,Internet Software & Services,China,$0.72M,N/A
"P
PersonifyXP",Seed - II,$0.72M,10/21/2020,N/A,PersonifyXP automates personalized experiences for anonymous website visitors through automation without requiring any personal data. Personify XP uses machine learning algorithms to identify a visitors mission from their behavior onsite and the uses this behavior to personalize their experience in real-time.,Internet Software & Services,United Kingdom,$0.72M,N/A
"S
Smeetz",Angel,$0.71M,02/19/2020,N/A,Smeetz provides a booking platform that helps event and activity organizers increase online presence.,eCommerce,Switzerland,$0.71M,N/A
"D
Digital Commerce Intelligence",Seed VC,$0.71M,04/14/2020,N/A,Digital Commerce Intelligence provides digital commerce market performance data and insights to brands and retailers in Southeast Asia.,Internet Software & Services,Singapore,$0.71M,N/A
"J
Jinfeijie",Angel,$0.71M,07/22/2020,N/A,"Jinfeijie is an IT company that provides business e-commerce system development, maintenance, and other solutions.",Internet Software & Services,China,$0.71M,N/A
"R
Ruokaboksi",Seed VC - II,$0.71M,09/21/2020,N/A,"Ruokaboksi is an online grocery delivery service that designs personalized recipes and provides the ingredients to the customer's door. Food is delivered weekly, or can be ordered individually.",eCommerce,Finland,$0.71M,N/A
"N
noco",Seed VC,$0.71M,10/08/2020,N/A,"noco develops and operates toaster team, a cloud-based team collaboration and work management tool that supports information sharing and communication within companies.",Internet Software & Services,Japan,$0.71M,N/A
"L
Lifecole",Seed VC,$0.71M,11/25/2020,N/A,Lifecole offers online and live courses with different disciplines for students between 3 and 18 years old.,Internet Software & Services,Spain,$0.71M,N/A
"C
Coinrule",Angel,$0.71M,10/19/2020,N/A,"Coinrule is a platform for sending automated trades to exchanges like binance, kraken, coinbase, and others.",Internet Software & Services,United Kingdom,$3.04M,N/A
ExtraaEdge,Seed VC,$0.70M,01/16/2020,N/A,ExtraaEdge's student acquisition software changes the way institutes think about the student enrollment strategy & digital marketing spent. The company facilitates cost-effective & scientific data-driven enrollment decisions for the institutes. The company's cloud platform helps acquire students & increase admissions in educational institutes.,Internet Software & Services,India,$1.70M,N/A
Fenix Begravning,Angel - III,$0.70M,01/16/2020,N/A,Fenix Begravning is a digital funeral agency that enables people to plan funerals online.,Internet Software & Services,Sweden,$5.35M,N/A
"A
Archeads",Series A,$0.70M,01/23/2020,N/A,Archeads is an integrated cloud solution that changes the approach to creating architectural/design projects and their implementation.,Internet Software & Services,Russian Federation,$0.83M,N/A
"E
Epost Express",Seed VC,$0.70M,01/23/2020,N/A,"Epost Express is an online logistics platform that connects domestic and international businesses to consumers. The platform enables end-users to search and book logistics services such as cross-border delivery, domestic delivery, collection point, custom clearance, warehouse and storage, tracking and system API, and more.",Internet Software & Services,Malaysia,$2.10M,N/A
"G
Gama Academy",Seed VC,$0.70M,01/29/2020,N/A,"Gama Academy is an education company that trains professionals in the areas of programming, design, marketing, and sales.On July 7, 2021, Anima Educacao acquired a majority stake in Gama Academy at a valuation of $11.67M.",Internet Software & Services,Brazil,$0.70M,N/A
"B
Bloxs Investimentos",Seed VC,$0.70M,02/10/2020,N/A,Bloxs Investimentos seeks to simplify investments in alternative assets with an online investment platform.,eCommerce,Brazil,$0.70M,N/A
"V
VXG",Seed VC,$0.70M,03/17/2020,N/A,"VXG provides a streaming platform for live video broadcasting, recording and processing. VXG assists surveillance and analytics companies with the integration of video streaming and AI applications.",Internet Software & Services,Canada,$0.70M,N/A
"D
Dagens",Seed,$0.70M,03/31/2020,N/A,Dagens developed a food distribution platform connecting producers with restaurants and consumers.,eCommerce,Norway,$0.70M,N/A
"T
Tickitto",Pre-Seed,$0.70M,06/12/2020,N/A,Tickitto is a travel tech company that aims to help travel retailers access tickets to events and travel-related experiences through one single connection.,Internet Software & Services,United Kingdom,$5.18M,N/A
"Y
Yipin Jiaju",Angel,$0.70M,06/16/2020,N/A,Yipin Jiaju is an online platform that marketing tools and home furnishing supply chain for small to medium home furnishing and decorating companies and individual designers.,eCommerce,China,$0.70M,N/A
"P
Paracraft",Angel,$0.70M,06/16/2020,N/A,"Paracraft, developed by Dafu Network, is a B2B service provider in the STEAM education industry. Dafu Network specializes in NPL, ParaEngine 3D, and other 3D coding educations.",Internet Software & Services,China,$0.70M,N/A
"M
Moblrn",Angel - II,$0.70M,06/16/2020,N/A,"Moblrn offers an all-in-one tool that allows users to create and publish digital training, without any previous technical skills. Intuitive, easy, step-by-step creation allows users and their organization to offer fast, fun and effective microlearning, by serving small chunks of knowledge through a smart phone.",Internet Software & Services,Sweden,$1.30M,N/A
"A
AMPnet",Seed VC - II,$0.70M,07/29/2020,N/A,"AMPnet provides new or existing electric cooperatives with a full set of tools to manage payments, invoicing, smart metering, demand side management, crowdinvesting and community governance.",Internet Software & Services,Croatia,$1.10M,N/A
inFeedo,Seed - II,$0.70M,08/04/2020,N/A,inFeedo is a SaaS-based HR analytics company.,Internet Software & Services,India,$4.38M,N/A
"A
Africa Foresight Group",Seed,$0.70M,08/04/2020,N/A,Africa Foresight Group (AFG) offers a large network of freelance consultants in Africa.,Internet Software & Services,Ghana,$0.70M,N/A
